
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 59
No. of Primary Outputs: 35
No. of Gates: 4454
No. of DFFs: 516
No. of Nodes: 10434
Execution Time: 1003800408 ns
Primary Inputs: test_si g6283 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: g8984 g3327 g10377 g10455 g10457 g10463 g10465 g10801 g11206 g10459 g11163 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	SC0	SC1
\DFF_292/Q_reg-SDFF-MUX21	6	38	0	5
\DFF_376/Q_reg-SDFF-MUX21	6	42	0	3
n1876	147	9	14	1
n1476	57	8	5	0
n1202	23	46	2	5
\DFF_282/Q_reg-SDFF-output-A	3	45	0	4
\DFF_78/Q_reg-SDFF-output-A	3	36	0	4
\DFF_410/Q_reg-SDFF-output-A	3	52	0	5
\DFF_200/Q_reg-SDFF-output-A	3	61	0	6
\DFF_501/Q_reg-SDFF-output-A	3	47	0	4
\DFF_388/Q_reg-SDFF-output-A	3	46	0	5
\DFF_9/Q_reg-SDFF-output-A	3	57	0	6
\DFF_131/Q_reg-SDFF-output-A	3	51	0	6
\DFF_272/Q_reg-SDFF-output-A	3	31	0	3
n1101	63	11	8	1
n1100	38	9	4	1
n659	55	11	7	1
\DFF_518/Q_reg-SDFF-MUX21	6	22	0	2
\DFF_336/Q_reg-SDFF-output-A	3	31	0	3
\DFF_191/Q_reg-SDFF-output-A	3	31	0	3
\DFF_157/Q_reg-SDFF-output-A	3	32	0	3
\DFF_117/Q_reg-SDFF-output-A	3	31	0	3
\DFF_136/Q_reg-SDFF-output-A	3	31	0	3
\DFF_262/Q_reg-SDFF-MUX21	6	37	0	4
g6802	9	66	0	8
\DFF_429/Q_reg-SDFF-MUX21	6	25	0	2
n588	146	13	16	1
\DFF_385/Q_reg-SDFF-output-A	3	35	0	3
\DFF_352/Q_reg-SDFF-output-A	3	31	0	3
\DFF_252/Q_reg-SDFF-output-A	3	31	0	3
\DFF_330/Q_reg-SDFF-output-A	3	31	0	3
\DFF_489/Q_reg-SDFF-output-A	3	32	0	3
\DFF_122/Q_reg-SDFF-MUX21	6	27	0	2
g7817	87	12	10	1
n1878	112	10	12	1
n590	12	77	1	9
n984	171	10	23	1
n993	134	10	19	1
n595	14	76	1	10
n1007	20	46	2	6
n983	198	9	26	1
n992	162	9	22	1
n596	11	106	1	13
n1855	19	34	2	5
n1230	113	22	13	2
g8437	40	25	4	2
g8274	42	24	4	2
\DFF_184/Q_reg-SDFF-output-A	3	67	0	8
\DFF_393/Q_reg-SDFF-output-A	3	26	0	2
\DFF_127/Q_reg-SDFF-MUX21	6	17	0	2
n2130	19	47	2	5
n1153	23	5	2	0
n1250	90	20	10	2
n1747	19	28	2	3
\DFF_13/Q_reg-SDFF-MUX21	6	18	0	1
\DFF_340/Q_reg-SDFF-MUX21	6	18	0	1
\DFF_83/Q_reg-SDFF-MUX21	6	18	0	1
\DFF_243/Q_reg-SDFF-MUX21	6	18	0	1
\DFF_269/Q_reg-SDFF-output-A	3	30	0	3
g8567	33	31	3	3
\DFF_38/Q_reg-SDFF-output-A	3	61	0	6
\DFF_301/Q_reg-SDFF-output-A	3	41	0	4
\DFF_247/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_30/Q_reg-SDFF-MUX21	6	21	0	2
\DFF_149/Q_reg-SDFF-MUX21	6	34	0	3
n1326	42	9	5	1
n1248	6	224	0	25
n1355	52	10	5	1
n1391	15	38	1	3
g7813	6	169	0	19
\DFF_318/Q_reg-SDFF-MUX21	6	30	0	2
\DFF_276/Q_reg-SDFF-MUX21	6	11	0	1
\DFF_196/Q_reg-SDFF-output-A	3	54	0	7
\DFF_403/Q_reg-SDFF-MUX21	6	31	0	4
n541	51	32	5	3
n1052	20	47	2	5
n1217	89	10	10	1
n1191	39	10	4	1
n537	81	10	9	1
g8063	29	45	3	5
\DFF_64/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_407/Q_reg-SDFF-MUX21	6	43	0	5
n1702	19	51	2	5
\DFF_237/Q_reg-SDFF-MUX21	6	35	0	2
n974	151	9	16	1
n982	184	9	19	1
n991	173	9	18	1
n998	173	9	18	1
n1006	190	9	20	1
n1016	180	9	19	1
n1021	164	9	17	1
n1031	178	9	19	1
n1036	167	9	17	1
n586	21	139	2	14
n1218	24	10	3	1
n1309	57	10	6	1
n1312	46	10	5	1
n1314	46	10	5	1
n1316	63	10	7	1
n1318	53	10	6	1
n1320	37	10	4	1
n1322	51	10	6	1
n1311	11	229	1	25
n1324	40	10	4	1
\DFF_473/Q_reg-SDFF-output-A	3	193	0	21
\DFF_452/Q_reg-SDFF-output-A	3	8	0	0
n1555	36	18	4	2
\DFF_526/Q_reg-SDFF-output-A	3	5	0	0
g9822	17	2	0	0
g9821	18	3	0	0
n2146	2	17	0	0
n895	16	3	0	0
n894	21	3	0	0
n2340	2	21	0	0
n893	14	3	0	0
n2360	21	2	0	0
n890	14	3	0	0
n2439	2	20	0	0
n2353	23	3	0	0
n2352	22	3	0	0
n2302	23	3	0	0
n2478	3	21	0	0
n2489	22	3	0	0
n2351	23	3	0	0
n1338	18	54	1	5
n1562	39	10	4	1
n1565	29	10	3	1
n1567	36	10	4	1
n1569	38	10	4	1
n1571	47	10	4	1
n1573	31	10	3	1
n1575	45	10	4	1
n1577	29	10	3	1
n1579	36	10	3	1
n1581	56	10	5	1
n1583	50	10	5	1
n1585	34	10	4	1
n1587	42	10	4	1
n1589	35	10	3	1
n1564	3	56	0	5
g7798	21	25	2	3
\DFF_372/Q_reg-SDFF-output-A	3	52	0	4
g6336	20	16	2	1
\DFF_241/Q_reg-SDFF-output-A	3	47	0	4
g8448	44	34	3	3
g7808	18	30	1	3
g7807	18	38	1	4
g7806	18	29	1	3
g7805	18	44	1	4
g7804	18	39	1	4
g7803	18	45	1	3
g7802	18	37	1	4
g7801	18	40	1	3
g7800	21	36	2	4
g7799	18	45	1	4
g6337	18	31	1	2
g8419	3	20	0	1
\DFF_246/Q_reg-SDFF-MUX21	6	25	0	2
g8420	3	20	0	1
\DFF_222/Q_reg-SDFF-MUX21	6	25	0	2
g8272	8	30	0	5
n1434	17	3	1	0
n1437	17	3	1	0
n1436	21	9	2	0
n1439	17	3	1	0
n1441	17	3	1	0
n1443	17	3	1	0
n1445	17	3	1	0
n1447	17	3	1	0
n1446	30	9	2	0
n1449	17	3	1	0
n1448	21	9	2	0
n1455	17	3	1	0
n1454	30	9	2	0
n1457	17	3	1	0
n1459	17	3	1	0
n1461	17	3	1	0
n1460	21	9	2	0
n574	9	3	0	0
g8079	11	12	0	1
n2843	9	3	0	0
n2844	9	3	0	0
n2845	9	3	0	0
n2846	9	3	0	0
n2847	9	3	0	0
n1368	63	4	5	0
\DFF_380/Q_reg-SDFF-output-A	3	20	0	1
\DFF_531/Q_reg-SDFF-output-A	3	20	0	1
\DFF_179/Q_reg-SDFF-output-A	3	20	0	1
g8440	3	20	0	1
g8421	3	20	0	1
\DFF_244/Q_reg-SDFF-MUX21	6	23	0	2
g8422	3	20	0	1
\DFF_443/Q_reg-SDFF-MUX21	6	23	0	2
g8423	3	20	0	1
\DFF_193/Q_reg-SDFF-MUX21	6	30	0	3
g8424	3	20	0	1
\DFF_446/Q_reg-SDFF-MUX21	6	33	0	3
g8425	3	20	0	1
\DFF_356/Q_reg-SDFF-MUX21	6	30	0	3
g8426	3	20	0	1
\DFF_500/Q_reg-SDFF-MUX21	6	33	0	1
g8418	3	20	0	1
\DFF_270/Q_reg-SDFF-MUX21	6	25	0	2
g8427	3	20	0	1
\DFF_397/Q_reg-SDFF-MUX21	6	20	0	2
g8442	3	20	0	1
g8443	3	20	0	1
g8445	3	40	0	3
g8447	3	20	0	1
g8438	3	20	0	1
g8439	3	20	0	1
g8441	3	20	0	1
n1136	23	21	1	2
n1158	33	15	3	0
n1134	23	38	1	2
n1166	36	15	3	0
n1128	23	33	1	2
n1185	36	15	3	0
g8444	3	30	0	2
g8446	3	21	0	1
n1132	17	34	1	2
n1172	32	9	2	0
n1130	17	34	1	2
n1179	32	9	2	0
n1140	17	30	1	2
n1143	28	9	2	0
\DFF_103/Q_reg-SDFF-MUX21	6	13	0	1
g7812	9	70	1	7
\DFF_268/Q_reg-SDFF-output-A	3	43	0	4
g7746	13	34	0	4
n1200	84	33	8	3
\DFF_282/Q_reg-SDFF-MUX21	6	35	0	4
\DFF_78/Q_reg-SDFF-MUX21	6	21	0	2
\DFF_410/Q_reg-SDFF-MUX21	6	37	0	3
\DFF_200/Q_reg-SDFF-MUX21	6	37	0	3
\DFF_501/Q_reg-SDFF-MUX21	6	38	0	2
\DFF_388/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_9/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_131/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_272/Q_reg-SDFF-MUX21	6	32	0	3
n1099	30	39	3	4
n1109	64	20	8	2
n1087	80	12	10	1
n1088	133	9	16	1
\DFF_336/Q_reg-SDFF-MUX21	6	17	0	1
\DFF_191/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_157/Q_reg-SDFF-MUX21	6	16	0	2
\DFF_117/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_136/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_389/Q_reg-SDFF-output-A	3	69	0	8
\DFF_385/Q_reg-SDFF-MUX21	6	18	0	1
\DFF_352/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_252/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_330/Q_reg-SDFF-MUX21	6	29	0	3
\DFF_489/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_111/Q_reg-SDFF-output-A	3	15	0	1
g7816	78	25	9	2
g7815	38	30	4	3
n1001	115	10	16	1
n976	47	20	5	3
n1000	144	9	19	1
n977	48	21	5	3
n1854	46	20	6	2
g8568	3	158	0	19
\DFF_99/Q_reg-SDFF-output-A	3	28	0	2
\DFF_387/Q_reg-SDFF-output-A	3	27	0	2
\DFF_184/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_393/Q_reg-SDFF-MUX21	6	27	0	2
n2128	82	20	9	2
n1139	8	21	0	2
g8449	31	50	3	5
n1746	98	9	12	1
n527	20	29	2	3
\DFF_269/Q_reg-SDFF-MUX21	6	31	0	3
\DFF_434/Q_reg-SDFF-output-A	3	34	0	3
\DFF_38/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_301/Q_reg-SDFF-MUX21	6	22	0	3
n1225	246	7	28	0
n531	7	225	0	25
n1354	16	53	1	5
g7814	24	25	2	2
\DFF_332/Q_reg-SDFF-output-A	3	172	0	19
\DFF_196/Q_reg-SDFF-MUX21	6	36	0	5
n1051	78	9	9	1
n1059	88	9	10	1
n1068	83	9	8	1
n1075	78	9	9	1
n1083	80	9	9	1
n1093	79	9	8	1
n1098	84	9	9	1
n1108	70	9	8	1
n1114	76	9	8	1
n538	21	48	2	5
n1190	42	10	5	1
n1282	52	10	6	1
n1285	47	10	4	1
n1287	42	10	5	1
n1289	44	10	5	1
n1291	43	10	4	1
n1293	48	10	5	1
n1295	34	10	4	1
n1284	11	151	1	17
n1297	40	10	4	1
\DFF_72/Q_reg-SDFF-output-A	3	48	0	5
n1700	30	62	3	6
n981	159	22	16	2
n990	159	22	16	2
n1005	186	21	20	2
n1015	161	22	16	2
n1020	159	22	16	2
n1030	160	22	16	2
n973	152	22	15	2
g8695	30	25	3	3
n1222	21	25	2	3
n1310	243	10	27	1
n1313	276	10	30	1
n1315	265	10	29	1
n1317	265	10	29	1
n1319	282	10	31	1
n1321	272	10	30	1
n1323	256	10	28	1
n1325	270	10	30	1
\DFF_473/Q_reg-SDFF-MUX21	6	16	0	2
\DFF_452/Q_reg-SDFF-MUX21	6	9	0	0
n1553	30	4	3	0
n564	37	19	4	2
\DFF_526/Q_reg-SDFF-MUX21	6	6	0	0
\DFF_398/Q_reg-SDFF-output-A	3	5	0	0
\DFF_357/Q_reg-SDFF-output-A	3	6	0	0
g9823	5	2	0	0
n1766	6	3	0	0
n2332	2	23	0	0
n2366	2	23	0	0
n2410	23	2	0	0
n2422	2	23	0	0
n2411	3	12	0	0
n2341	10	3	0	0
n2336	12	3	0	0
n2415	11	3	0	0
n2293	3	11	0	0
n2357	3	30	0	1
n2384	3	30	0	1
n2396	3	30	0	1
n2442	3	30	0	1
n885	22	3	0	0
n2433	12	3	0	0
n2294	3	11	0	0
n2425	12	3	0	0
n2359	9	2	0	0
n2350	11	3	0	0
n2313	22	2	0	0
n2312	23	3	0	0
n2345	4	32	0	1
n2376	4	32	0	1
n2436	4	32	0	1
n882	24	4	0	0
n2346	4	31	0	1
n2377	4	31	0	1
n2434	4	31	0	1
n2449	4	31	0	1
n881	23	4	0	0
n2281	4	32	0	1
n2314	32	4	1	0
n2354	4	32	0	1
n2381	4	32	0	1
n2399	4	32	0	1
n2445	4	32	0	1
n2318	25	4	0	0
n2347	4	32	0	1
n2378	4	32	0	1
n2393	4	32	0	1
n2444	4	32	0	1
n2475	23	7	0	0
n879	24	4	0	0
n1337	27	30	2	4
n1339	38	27	5	2
n1563	84	4	8	0
n1566	88	4	9	0
n1568	78	4	8	0
n1570	85	4	9	0
n1572	87	4	9	0
n1574	96	4	9	0
n1576	80	4	8	0
n1578	94	4	9	0
n1580	81	4	9	0
n1582	85	4	8	0
n1584	105	4	10	0
n1586	99	4	10	0
n1588	83	4	9	0
n1590	91	4	9	0
n1852	78	4	8	0
\DFF_413/Q_reg-SDFF-output-A	3	28	0	3
\DFF_372/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_174/Q_reg-SDFF-output-A	3	19	0	1
\DFF_241/Q_reg-SDFF-MUX21	6	21	0	2
\DFF_74/Q_reg-SDFF-output-A	3	37	0	3
\DFF_115/Q_reg-SDFF-output-A	3	33	0	3
\DFF_87/Q_reg-SDFF-output-A	3	41	0	4
\DFF_108/Q_reg-SDFF-output-A	3	32	0	3
\DFF_167/Q_reg-SDFF-output-A	3	47	0	4
\DFF_428/Q_reg-SDFF-output-A	3	42	0	4
\DFF_414/Q_reg-SDFF-output-A	3	48	0	3
\DFF_497/Q_reg-SDFF-output-A	3	40	0	4
\DFF_515/Q_reg-SDFF-output-A	3	43	0	3
\DFF_234/Q_reg-SDFF-output-A	3	39	0	4
\DFF_192/Q_reg-SDFF-output-A	3	48	0	4
\DFF_113/Q_reg-SDFF-output-A	3	34	0	2
\DFF_474/Q_reg-SDFF-output-A	3	23	0	1
\DFF_444/Q_reg-SDFF-output-A	3	23	0	1
\DFF_4/Q_reg-SDFF-output-A	3	33	0	5
g7772	13	18	0	1
g7767	13	18	0	1
g7766	13	18	0	1
g7763	13	18	0	1
g7760	13	18	0	1
n1433	18	4	1	0
n1438	18	4	1	0
n1440	18	4	1	0
n1442	18	4	1	0
n1444	18	4	1	0
n1451	30	10	2	0
n1450	18	4	1	0
n1453	30	10	2	0
n1452	18	4	1	0
n1456	18	4	1	0
n1458	18	4	1	0
\DFF_29/Q_reg-SDFF-output-A	3	15	0	1
n2840	10	4	0	0
n2841	10	4	0	0
n2842	10	4	0	0
n1488	29	10	3	0
n1494	35	10	3	0
n1500	22	10	3	0
n1502	35	10	3	0
n1504	34	10	3	0
n1485	17	10	2	0
n1510	28	10	2	0
n1514	17	10	2	0
n1516	30	10	2	0
n1530	30	10	2	0
n1511	18	4	1	0
n1517	18	4	1	0
n1521	18	4	1	0
n1529	18	4	1	0
n1531	18	4	1	0
n1532	40	10	4	0
n1497	18	4	1	0
n1539	18	4	1	0
n1364	5	281	0	25
\DFF_380/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_531/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_179/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_98/Q_reg-SDFF-output-A	3	23	0	1
\DFF_508/Q_reg-SDFF-output-A	3	23	0	1
\DFF_314/Q_reg-SDFF-output-A	3	23	0	1
\DFF_102/Q_reg-SDFF-output-A	3	23	0	1
\DFF_490/Q_reg-SDFF-output-A	3	23	0	1
\DFF_190/Q_reg-SDFF-output-A	3	23	0	1
\DFF_147/Q_reg-SDFF-output-A	3	23	0	1
\DFF_382/Q_reg-SDFF-output-A	3	23	0	1
\DFF_337/Q_reg-SDFF-output-A	3	23	0	1
\DFF_273/Q_reg-SDFF-output-A	3	23	0	1
\DFF_277/Q_reg-SDFF-output-A	3	23	0	1
\DFF_437/Q_reg-SDFF-output-A	3	43	0	3
\DFF_34/Q_reg-SDFF-output-A	3	23	0	1
\DFF_306/Q_reg-SDFF-output-A	3	23	0	1
\DFF_139/Q_reg-SDFF-output-A	3	23	0	1
\DFF_172/Q_reg-SDFF-output-A	3	23	0	1
g8989	3	26	0	1
g8872	26	30	1	3
g8990	3	26	0	1
g8871	26	37	1	3
g8993	3	26	0	1
g8868	23	37	0	3
\DFF_95/Q_reg-SDFF-output-A	3	33	0	2
\DFF_519/Q_reg-SDFF-output-A	3	24	0	1
g8991	3	20	0	1
g8870	20	33	1	2
g8992	3	20	0	1
g8869	17	33	0	2
g8987	3	20	0	1
g8874	20	29	1	2
\DFF_523/Q_reg-SDFF-output-A	3	73	0	7
\DFF_268/Q_reg-SDFF-MUX21	6	33	0	4
\DFF_296/Q_reg-SDFF-output-A	3	37	0	4
n1198	72	26	7	2
n1086	36	10	4	1
n1062	13	89	1	11
n1085	32	9	4	1
n1063	10	143	1	17
\DFF_389/Q_reg-SDFF-MUX21	6	37	0	4
\DFF_111/Q_reg-SDFF-MUX21	6	16	0	1
\DFF_18/Q_reg-SDFF-output-A	3	28	0	2
\DFF_141/Q_reg-SDFF-output-A	3	33	0	3
n1040	54	10	7	1
n999	20	116	2	16
n972	181	22	20	2
n1039	54	9	7	1
\DFF_347/Q_reg-SDFF-output-A	3	161	0	19
\DFF_99/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_387/Q_reg-SDFF-MUX21	6	27	0	2
n2003	31	66	3	8
n1138	17	30	1	2
n1151	28	9	2	0
\DFF_435/Q_reg-SDFF-output-A	3	53	0	5
n1745	39	21	4	2
\DFF_434/Q_reg-SDFF-MUX21	6	35	0	3
n1224	256	17	29	1
n1247	246	8	28	0
g8280	8	257	0	28
g8080	9	76	1	7
\DFF_59/Q_reg-SDFF-output-A	3	28	0	2
\DFF_332/Q_reg-SDFF-MUX21	6	28	0	3
n1092	70	22	7	2
n1097	88	22	9	2
n1107	69	22	7	2
n1050	80	22	8	2
g8782	30	40	3	4
n1216	21	43	2	5
n1283	183	10	21	1
n1286	193	10	22	1
n1288	188	10	20	1
n1290	183	10	21	1
n1292	185	10	21	1
n1294	184	10	20	1
n1296	189	10	21	1
n1298	175	10	20	1
\DFF_72/Q_reg-SDFF-MUX21	6	31	0	3
n980	54	153	5	15
n989	54	153	5	15
n1004	53	153	5	15
n1014	54	153	5	15
n1019	54	153	5	15
n1029	54	153	5	15
n1035	32	153	3	15
\DFF_532/Q_reg-SDFF-output-A	3	28	0	3
n1221	30	34	3	4
g8288	21	58	2	6
g8287	21	47	2	5
g8286	21	47	2	5
g8285	21	64	2	7
g8284	21	54	2	6
g8283	21	38	2	4
g8282	21	52	2	6
g8281	21	41	2	4
n1551	46	27	5	3
n1554	39	2	5	0
\DFF_398/Q_reg-SDFF-MUX21	6	6	0	0
\DFF_357/Q_reg-SDFF-MUX21	6	7	0	0
\DFF_137/Q_reg-SDFF-output-A	3	5	0	0
n2404	14	2	0	0
n2426	14	2	0	0
n2331	4	19	0	1
n2365	4	19	0	1
n2414	19	4	1	0
n2424	4	19	0	1
n2335	4	21	0	1
n2369	4	21	0	1
n2387	4	21	0	1
n2421	4	21	0	1
n892	13	4	0	0
n2386	4	20	0	1
n2420	4	20	0	1
n2450	4	20	0	1
n2476	11	10	0	0
n891	12	4	0	0
n2292	13	2	0	0
n2324	13	2	0	0
n2334	2	13	0	0
n2368	2	13	0	0
n2403	13	2	0	0
n2437	2	13	0	0
n2459	13	2	0	0
n2467	13	2	0	0
n2295	28	10	3	0
n2317	44	10	4	0
n2484	42	10	5	0
n889	13	4	0	0
n2287	13	2	0	0
n2326	13	2	0	0
n2338	13	2	0	0
n2371	13	2	0	0
n2413	13	2	0	0
n2432	13	2	0	0
n2453	2	13	0	0
n2472	13	2	0	0
n2423	4	21	0	1
n888	13	4	0	0
n2358	3	18	0	1
n2385	3	18	0	1
n2397	3	18	0	1
n2446	3	18	0	1
n2455	3	18	0	1
n887	10	3	0	0
n2348	4	20	0	1
n2379	4	20	0	1
n2391	4	20	0	1
n2435	4	20	0	1
n2454	4	20	0	1
n886	12	4	0	0
n2373	31	3	1	0
n2409	31	3	1	0
n2438	12	9	0	0
n884	23	3	0	0
n883	24	4	0	0
n2290	18	10	2	0
n2321	30	10	3	0
n2401	36	10	3	0
n2291	36	10	3	0
n2322	35	10	3	0
n2402	29	10	2	0
n2474	23	10	3	0
n2477	5	59	0	0
n2356	5	34	0	1
n2383	5	34	0	1
n2398	5	34	0	1
n2447	5	34	0	1
n2448	5	34	0	1
n2463	5	34	0	1
n880	26	5	0	0
n2297	18	10	2	0
n2319	31	10	2	0
n2299	5	48	0	0
n1334	36	28	3	4
n1336	58	9	8	1
g8276	3	55	0	7
g7303	15	40	1	4
g7302	15	30	1	3
g7301	15	37	1	4
g7300	15	39	1	4
g7299	15	48	1	4
g7298	15	32	1	3
g7297	15	46	1	4
g7296	15	30	1	3
g7295	15	37	1	3
g7294	15	57	1	5
g7293	15	51	1	5
g7292	15	35	1	4
g7291	15	43	1	4
g7290	15	36	1	3
\DFF_413/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_174/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_74/Q_reg-SDFF-MUX21	6	38	0	3
\DFF_115/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_87/Q_reg-SDFF-MUX21	6	33	0	4
\DFF_108/Q_reg-SDFF-MUX21	6	32	0	2
\DFF_167/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_428/Q_reg-SDFF-MUX21	6	43	0	4
\DFF_414/Q_reg-SDFF-MUX21	6	20	0	3
\DFF_497/Q_reg-SDFF-MUX21	6	18	0	2
\DFF_515/Q_reg-SDFF-MUX21	6	28	0	2
\DFF_234/Q_reg-SDFF-MUX21	6	26	0	3
\DFF_192/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_113/Q_reg-SDFF-MUX21	6	26	0	2
\DFF_474/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_444/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_4/Q_reg-SDFF-MUX21	6	24	0	4
\DFF_511/Q_reg-SDFF-output-A	3	21	0	1
\DFF_123/Q_reg-SDFF-output-A	3	21	0	1
\DFF_133/Q_reg-SDFF-output-A	3	21	0	1
\DFF_345/Q_reg-SDFF-output-A	3	21	0	1
\DFF_386/Q_reg-SDFF-output-A	3	21	0	1
g7773	8	18	0	1
g7771	8	18	0	1
g7770	8	18	0	1
g7769	8	18	0	1
g7768	8	18	0	1
g7765	15	19	0	1
g7764	15	19	0	1
g7762	8	18	0	1
g7761	8	18	0	1
\DFF_29/Q_reg-SDFF-MUX21	6	16	0	1
n1486	28	10	3	0
n1489	32	10	2	0
n1491	18	10	2	0
n1493	36	10	2	0
n1495	38	10	2	0
n1499	30	10	2	0
n1501	38	10	2	0
n1503	23	10	2	0
n1505	22	10	2	0
n1507	23	10	2	0
n1509	23	10	2	0
n1513	23	10	2	0
n1519	30	10	2	0
n1506	19	5	1	0
n1508	19	5	1	0
n1512	19	5	1	0
n1515	43	10	3	0
n1518	19	5	1	0
n1520	19	5	1	0
n1523	28	10	2	0
n1525	32	10	2	0
n1524	19	5	1	0
n1527	32	10	2	0
n1533	45	10	4	0
n1535	33	10	2	0
n1537	32	10	2	0
n1541	23	10	2	0
n1490	19	5	1	0
n1492	19	5	1	0
n1496	19	5	1	0
n1498	19	5	1	0
n1522	19	5	1	0
n1526	19	5	1	0
n1528	19	5	1	0
n1534	19	5	1	0
n1536	19	5	1	0
n1538	19	5	1	0
n1540	19	5	1	0
g7353	15	19	0	1
g7350	15	19	0	1
g7343	15	19	0	1
g8078	9	12	0	1
\DFF_98/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_508/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_314/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_102/Q_reg-SDFF-MUX21	6	15	0	1
\DFF_490/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_190/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_147/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_382/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_337/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_273/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_277/Q_reg-SDFF-MUX21	6	16	0	1
\DFF_437/Q_reg-SDFF-MUX21	6	37	0	3
\DFF_34/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_306/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_139/Q_reg-SDFF-MUX21	6	16	0	1
\DFF_172/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_47/Q_reg-SDFF-output-A	3	29	0	1
\DFF_495/Q_reg-SDFF-output-A	3	33	0	3
\DFF_235/Q_reg-SDFF-output-A	3	29	0	1
\DFF_249/Q_reg-SDFF-output-A	3	40	0	3
\DFF_109/Q_reg-SDFF-output-A	3	29	0	1
\DFF_482/Q_reg-SDFF-output-A	3	40	0	3
\DFF_95/Q_reg-SDFF-MUX21	6	34	0	2
\DFF_519/Q_reg-SDFF-MUX21	6	25	0	1
\DFF_415/Q_reg-SDFF-output-A	3	23	0	1
\DFF_374/Q_reg-SDFF-output-A	3	36	0	2
\DFF_128/Q_reg-SDFF-output-A	3	23	0	1
\DFF_516/Q_reg-SDFF-output-A	3	36	0	2
\DFF_36/Q_reg-SDFF-output-A	3	23	0	1
\DFF_404/Q_reg-SDFF-output-A	3	32	0	2
\DFF_523/Q_reg-SDFF-MUX21	6	39	0	4
\DFF_296/Q_reg-SDFF-MUX21	6	10	0	1
n1197	51	9	5	1
n1061	179	10	22	1
n1070	148	10	18	1
n592	14	90	1	11
n1084	20	33	2	4
n1060	230	9	28	1
n1069	200	9	24	1
n593	11	144	1	17
\DFF_18/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_141/Q_reg-SDFF-MUX21	6	26	0	2
n997	256	21	30	2
n971	54	152	5	15
n923	55	33	7	3
\DFF_347/Q_reg-SDFF-MUX21	6	32	0	3
n1998	41	39	4	5
g8988	3	20	0	1
g8873	20	29	1	2
\DFF_435/Q_reg-SDFF-MUX21	6	40	0	4
n1742	31	40	3	4
g8573	18	266	1	30
g8450	9	38	1	2
\DFF_324/Q_reg-SDFF-output-A	3	260	0	28
\DFF_75/Q_reg-SDFF-output-A	3	79	0	7
\DFF_59/Q_reg-SDFF-MUX21	6	29	0	2
n1091	54	71	5	7
n1096	54	81	5	8
n1106	54	70	5	7
n1113	32	77	3	8
\DFF_180/Q_reg-SDFF-output-A	3	43	0	4
n1215	30	43	3	5
g8435	21	53	2	6
g8434	21	48	2	4
g8433	21	43	2	5
g8432	21	45	2	5
